STATE/UT,YEAR,Pupose,Total No. of cases reported,Male upto 10 years,Female upto 10 years,Male 10-15 years,Female 10-15 years,Male 15-18 years,Female 15-18 years,Male 18-30 years,Female 18-30 years,Male 30-50 years,Female 30-50 years,Male above 50 years,Female above 50 years,Total Male,Total Female,Grand Total
Rajasthan,2005,For Revenge,6,0,0,0,0,0,0,1,0,5,0,0,0,6,0,6
Rajasthan,2005,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2005,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2005,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2005,For unlawaful activity,15,0,0,1,0,0,0,4,7,1,2,0,0,6,9,15
Rajasthan,2005,Others,981,2,3,6,28,8,20,267,413,131,90,8,5,422,559,981
Rajasthan,2005,Total,1993,4,3,8,38,9,70,275,1169,140,263,8,6,444,1549,1993
Rajasthan,2006,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2006,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2006,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2006,For Illicit intercourse,17,0,0,0,0,0,3,0,14,0,0,0,0,0,17,17
Rajasthan,2006,For marriage,1060,0,0,0,37,0,194,0,620,0,177,0,32,0,1060,1060
Rajasthan,2006,For Prostitution,4,0,2,0,0,0,0,0,2,0,0,0,0,0,4,4
Rajasthan,2006,For Ransom,8,1,0,1,0,1,0,2,1,2,0,0,0,7,1,8
Rajasthan,2006,For Revenge,6,0,0,0,0,0,0,4,0,0,0,2,0,6,0,6
Rajasthan,2006,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2006,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2006,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2006,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2006,Others,875,6,3,15,23,37,69,174,277,152,96,20,3,404,471,875
Rajasthan,2006,Total,1970,7,5,16,60,38,266,180,914,154,273,22,35,417,1553,1970
Rajasthan,2007,For Adoption,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Rajasthan,2007,For Begging,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Rajasthan,2007,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2007,For Illicit intercourse,30,0,0,0,1,1,0,0,27,0,1,0,0,1,29,30
Rajasthan,2007,For marriage,1114,0,5,0,58,0,236,0,644,0,167,0,4,0,1114,1114
Rajasthan,2007,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2007,For Ransom,8,0,0,2,0,0,0,3,0,2,0,1,0,8,0,8
Rajasthan,2007,For Revenge,4,0,0,0,0,0,0,3,0,0,0,1,0,4,0,4
Rajasthan,2007,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2007,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2007,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2007,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2007,Others,1019,18,8,20,52,47,140,237,256,133,86,14,8,469,550,1019
Rajasthan,2007,Total,2177,18,14,22,111,48,376,244,927,135,254,16,12,483,1694,2177
Rajasthan,2008,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2008,For Begging,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
Rajasthan,2008,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2008,For Illicit intercourse,9,0,0,0,1,0,0,0,8,0,0,0,0,0,9,9
Rajasthan,2008,For marriage,1016,0,2,0,48,0,169,0,668,0,121,0,9,0,1017,1017
Rajasthan,2008,For Prostitution,6,1,0,0,0,0,0,0,5,0,0,0,0,1,5,6
Rajasthan,2008,For Ransom,6,3,0,0,0,0,0,3,0,0,0,0,0,6,0,6
Rajasthan,2008,For Revenge,11,0,1,0,0,0,0,5,3,2,0,0,0,7,4,11
Rajasthan,2008,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2008,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2008,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2008,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2008,Others,1308,8,9,13,53,33,161,260,511,151,84,18,12,483,830,1313
Rajasthan,2008,Total,2358,12,12,15,102,33,330,268,1195,153,205,18,21,499,1865,2364
Rajasthan,2009,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2009,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2009,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2009,For Illicit intercourse,18,0,0,0,0,0,9,0,9,0,0,0,0,0,18,18
Rajasthan,2009,For marriage,1333,0,6,0,58,0,282,0,810,0,177,0,3,0,1336,1336
Rajasthan,2009,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2009,For Ransom,10,1,0,2,0,0,0,2,4,1,0,0,0,6,4,10
Rajasthan,2009,For Revenge,7,0,0,0,0,0,0,0,4,3,0,0,0,3,4,7
Rajasthan,2009,For Sale,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Rajasthan,2009,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2009,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2009,For unlawaful activity,7,0,0,0,0,0,0,5,0,2,0,0,0,7,0,7
Rajasthan,2009,Others,1494,17,16,19,84,60,210,282,542,157,94,17,7,552,953,1505
Rajasthan,2009,Total,2870,18,22,21,143,60,501,289,1369,163,271,17,10,568,2316,2884
Rajasthan,2010,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2010,For Begging,3,1,2,0,0,0,0,0,0,0,0,0,0,1,2,3
Rajasthan,2010,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2010,For Illicit intercourse,30,0,0,0,0,0,15,0,15,0,0,0,0,0,30,30
Rajasthan,2010,For marriage,1539,0,3,0,83,0,322,2,916,0,210,0,4,2,1538,1540
Rajasthan,2010,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2010,For Ransom,6,0,0,1,0,1,0,3,0,1,0,0,0,6,0,6
Rajasthan,2010,For Revenge,13,0,1,0,0,0,2,3,0,5,0,2,0,10,3,13
Rajasthan,2010,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2010,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2010,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2010,For unlawaful activity,67,0,0,0,0,0,0,13,24,5,17,5,3,23,44,67
Rajasthan,2010,Others,1327,11,13,22,80,42,198,268,435,163,88,18,1,524,815,1339
Rajasthan,2010,Total,2985,12,19,23,163,43,537,289,1390,174,315,25,8,566,2432,2998
Rajasthan,2011,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2011,For Begging,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Rajasthan,2011,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2011,For Illicit intercourse,52,0,1,0,11,0,12,0,25,0,3,0,0,0,52,52
Rajasthan,2011,For marriage,1752,0,5,0,101,0,329,0,991,0,326,0,0,0,1752,1752
Rajasthan,2011,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2011,For Ransom,8,1,0,0,0,2,0,3,0,1,0,1,0,8,0,8
Rajasthan,2011,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2011,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2011,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2011,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2011,For unlawaful activity,22,0,1,0,2,0,9,3,2,5,0,0,0,8,14,22
Rajasthan,2011,Others,1369,10,15,16,62,24,184,256,478,153,148,15,8,474,895,1369
Rajasthan,2011,Total,3204,11,22,17,176,26,534,262,1496,159,477,16,8,491,2713,3204
Rajasthan,2012,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2012,For Begging,3,1,2,0,0,0,0,0,0,0,0,0,0,1,2,3
Rajasthan,2012,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2012,For Illicit intercourse,42,0,0,0,3,0,12,0,24,0,3,0,0,0,42,42
Rajasthan,2012,For marriage,1678,0,10,0,89,0,387,5,935,1,243,0,8,6,1672,1678
Rajasthan,2012,For Prostitution,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
Rajasthan,2012,For Ransom,9,2,0,1,0,1,0,1,0,4,0,0,0,9,0,9
Rajasthan,2012,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2012,For Sale,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Rajasthan,2012,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2012,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2012,For unlawaful activity,8,0,0,0,0,0,0,3,0,5,0,0,0,8,0,8
Rajasthan,2012,Others,1500,19,7,20,79,42,171,256,490,154,223,31,8,522,978,1500
Rajasthan,2012,Total,3243,22,19,21,172,43,570,265,1451,164,469,31,16,546,2697,3243
Sikkim,2001,For Adoption,6,0,0,0,0,0,0,6,0,1,0,0,0,7,0,7
Sikkim,2001,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2001,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2001,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2001,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2001,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2001,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2001,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2001,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2001,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2001,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2001,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2001,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2001,Total,6,0,0,0,0,0,0,6,0,1,0,0,0,7,0,7
Sikkim,2002,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2002,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2002,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2002,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2002,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2002,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2002,For Ransom,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
Sikkim,2002,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2002,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2002,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2002,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2002,For unlawaful activity,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
Sikkim,2002,Others,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
Sikkim,2002,Total,9,0,0,0,0,0,0,0,3,0,6,0,0,0,9,9
Sikkim,2003,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2003,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2003,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2003,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2003,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2003,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2003,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2003,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2003,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2003,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2003,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2003,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2003,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2003,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2004,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2004,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2004,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2004,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2004,For marriage,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Sikkim,2004,For Prostitution,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Sikkim,2004,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2004,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2004,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2004,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2004,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2004,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2004,Others,3,0,0,0,1,0,0,0,0,1,1,0,0,1,2,3
Sikkim,2004,Total,5,0,0,0,1,0,1,1,0,1,1,0,0,2,3,5
Sikkim,2005,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2005,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2005,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2005,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2005,For marriage,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
Sikkim,2005,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2005,For Ransom,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Sikkim,2005,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2005,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2005,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2005,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2005,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2005,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2005,Total,3,1,0,0,0,0,1,0,1,0,0,0,0,1,2,3
Sikkim,2006,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2006,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2006,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2006,For Illicit intercourse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Sikkim,2006,For marriage,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
Sikkim,2006,For Prostitution,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Sikkim,2006,For Ransom,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Sikkim,2006,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2006,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2006,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2006,For Slavery,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Sikkim,2006,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2006,Others,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
Sikkim,2006,Total,8,0,0,1,2,0,3,0,2,0,0,0,0,1,7,8
Sikkim,2007,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2007,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2007,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2007,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2007,For marriage,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
Sikkim,2007,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2007,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2007,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2007,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2007,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2007,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2007,For unlawaful activity,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Sikkim,2007,Others,5,0,1,0,0,0,3,0,1,0,0,0,0,0,5,5
Sikkim,2007,Total,9,0,1,0,0,0,7,0,1,0,0,0,0,0,9,9
Sikkim,2008,For Adoption,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Sikkim,2008,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2008,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2008,For Illicit intercourse,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
Sikkim,2008,For marriage,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
Sikkim,2008,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2008,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2008,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2008,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2008,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2008,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2008,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2008,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2008,Total,4,0,0,0,0,0,4,0,1,0,0,0,0,0,5,5
Sikkim,2009,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2009,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2009,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2009,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2009,For marriage,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
Sikkim,2009,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2009,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2009,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2009,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2009,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2009,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2009,For unlawaful activity,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
Sikkim,2009,Others,2,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4
Sikkim,2009,Total,6,0,0,0,5,0,2,0,1,0,0,0,0,0,8,8
Sikkim,2010,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2010,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2010,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2010,For Illicit intercourse,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
Sikkim,2010,For marriage,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
Sikkim,2010,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2010,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2010,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2010,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2010,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2010,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2010,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2010,Others,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Sikkim,2010,Total,6,0,0,0,1,0,5,1,0,0,0,0,0,1,6,7
Sikkim,2011,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2011,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2011,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2011,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2011,For marriage,6,0,0,0,1,0,4,0,1,0,0,0,0,0,6,6
Sikkim,2011,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2011,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2011,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2011,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2011,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2011,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2011,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2011,Others,4,0,1,0,1,0,4,3,3,0,0,0,0,3,9,12
Sikkim,2011,Total,10,0,1,0,2,0,8,3,4,0,0,0,0,3,15,18
Sikkim,2012,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2012,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2012,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2012,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2012,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2012,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2012,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2012,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2012,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2012,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2012,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2012,For unlawaful activity,10,0,1,0,2,0,5,0,1,0,1,0,0,0,10,10
Sikkim,2012,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2012,Total,10,0,1,0,2,0,5,0,1,0,1,0,0,0,10,10
Tamil Nadu,2001,For Adoption,22,0,1,0,0,0,17,0,4,0,0,0,0,0,22,22
Tamil Nadu,2001,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2001,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2001,For Illicit intercourse,12,0,0,0,0,0,8,0,4,0,0,0,0,0,12,12
Tamil Nadu,2001,For marriage,435,0,0,0,3,48,98,16,234,36,0,0,0,100,335,435
Tamil Nadu,2001,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2001,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2001,For Revenge,6,0,0,0,0,0,0,1,0,5,0,0,0,6,0,6
Tamil Nadu,2001,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2001,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2001,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2001,For unlawaful activity,8,0,0,0,0,1,0,4,0,1,0,2,0,8,0,8
Tamil Nadu,2001,Others,469,0,3,0,0,65,35,44,153,90,50,29,0,228,241,469
Tamil Nadu,2001,Total,952,0,4,0,3,114,158,65,395,132,50,31,0,342,610,952
Tamil Nadu,2002,For Adoption,36,0,0,0,2,0,20,0,14,0,0,0,0,0,36,36
Tamil Nadu,2002,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
